identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
05554A,PINS JUSTARET BP,Bureau de Poste,,1 AVENUE DE TOULOUSE,,,31860,PINS JUSTARET,31421,FRANCE,43.481507,1.383793,3631
05555A,PLAISANCE DU TOUCH,Bureau de Poste,,PLACE FREDERIC BOMBAIL,,,31830,PLAISANCE DU TOUCH,31424,FRANCE,43.567186,1.307224,3631
05556A,LE PLAN RP,Relais poste,05471A,12 BLD DU QUAI,AU PETIT MARCHE,,31220,LE PLAN,31425,FRANCE,43.166204,1.1214,3631
05557A,POINTIS DE RIVIERE BP,Bureau de Poste,,10 RUE PRINCIPALE,,,31210,POINTIS DE RIVIERE,31426,FRANCE,43.086987,0.616209,3631
05558A,POINTIS INARD BP,Bureau de Poste,,ROUTE DE LA PROMENADE,,,31800,POINTIS INARD,31427,FRANCE,43.085488,0.813464,3631
05560A,PORTET SUR GARONNE,Bureau de Poste,,RUE DE LA POSTE,,,31120,PORTET SUR GARONNE,31433,FRANCE,43.520891,1.40217,3631
05561A,QUINT FONSEGRIVES BP,Bureau de Poste,,5 COURS GOUDOULI,,,31130,QUINT FONSEGRIVES,31445,FRANCE,43.586492,1.533628,3631
05562A,RAMONVILLE SAINT AGNE BP,Bureau de Poste,,51 AVENUE TOLOSANE,,,31520,RAMONVILLE ST AGNE,31446,FRANCE,43.547997,1.471989,3631
05563A,REVEL,Bureau de Poste,,SQUARE DU 11 NOVEMBRE 1918,,,31250,REVEL,31451,FRANCE,43.458085,2.001635,3631
05564A,RIEUMES BP,Bureau de Poste,,1 PLACE DE LA POSTE,,,31370,RIEUMES,31454,FRANCE,43.412723,1.120962,3631
05565A,RIEUX BP,Bureau de Poste,,PLACE DU PREAU,,,31310,RIEUX,31455,FRANCE,43.25793,1.195518,3631
05566A,ROQUEFORT SUR GARONNE AP,Agence postale communale,05471A,15 RUE DE LA REPUBLIQUE,,,31360,ROQUEFORT SUR GARONNE,31457,FRANCE,43.163357,0.974252,3631
05567A,ROQUES SUR GARONNE AP,Agence postale communale,05560A,1 RUE DES ECOLES,,,31120,ROQUES,31458,FRANCE,43.509164,1.375811,3631
05568A,ROQUETTES BP,Bureau de Poste,,28 AVENUE VINCENT AURIOL,,,31120,ROQUETTES,31460,FRANCE,43.499108,1.365881,3631
05570A,SAINT ALBAN BP,Bureau de Poste,,3 PLACE DU 19 MARS 1962,,,31140,ST ALBAN,31467,FRANCE,43.693013,1.413519,3631
05571A,SAINT BEAT BP,Bureau de Poste,,AVENUE GALLIENI,,,31440,ST BEAT,31471,FRANCE,42.914651,0.693024,3631
05572A,SAINT BERTRAND DE COMMINGES AP,Agence postale communale,05577A,PLACE DU PARVIS,,,31510,ST BERTRAND DE COMMINGES,31472,FRANCE,43.027095,0.572533,3631
05573A,SAINT CLAR DE RIVIERE AP,Agence postale communale,05546A,8 RUE JEAN JAURES,LE BOURG,,31600,ST CLAR DE RIVIERE,31475,FRANCE,43.466793,1.216289,3631
05574A,SAINT ELIX LE CHATEAU AP,Agence postale communale,05471A,LE COMMUNAL,,,31430,ST ELIX LE CHATEAU,31476,FRANCE,43.279096,1.138,3631
05576A,SAINTE FOY DE PEYROLIERES BP,Bureau de Poste,,8 PLACE HENRI DUNANT,,,31470,STE FOY DE PEYROLIERES,31481,FRANCE,43.492086,1.145004,3631
05577A,SAINT GAUDENS,Bureau de Poste,,2 BOULEVARD CHARLES DE GAULLE,,,31800,ST GAUDENS,31483,FRANCE,43.108897,0.722578,3631
05578A,SAINT GENIES BELLEVUE RP,Relais poste,05461A,2 rue des Cimes,,,31180,ST GENIES BELLEVUE,31484,FRANCE,43.6846,1.4861,3631
05579A,SAINT JEAN BP,Bureau de Poste,,1 B RUE PAUL RIELLO,CENTRE COMMERCIAL BELBEZE,,31240,ST JEAN,31488,FRANCE,43.664922043,1.5055505671,3631
05581A,SAINT JULIA AP,Agence postale communale,05563A,PLACE DU 11 NOVEMBRE 1918,,,31540,ST JULIA,31491,FRANCE,43.490891,1.897649,3631
05582A,SAINT JULIEN AP,Agence postale communale,05471A,3 RUE DES MARGUILLIERS,,,31220,ST JULIEN SUR GARONNE,31492,FRANCE,43.242998,1.15187,3631
05583A,SAINT LEON AP,Agence postale communale,05429A,1 PLACE DE LA REPUBLIQUE,MAIRIE,,31560,ST LEON,31495,FRANCE,43.400696,1.559899,3631
05584A,SAINT LYS BP,Bureau de Poste,,8 PLACE JEAN MOULIN,,,31470,ST LYS,31499,FRANCE,43.513327,1.175294,3631
05585A,SAINT MARTORY BP,Bureau de Poste,,ROUTE DE SAINT GIRONS,BUREAU GRAND PUBLIC,,31360,ST MARTORY,31503,FRANCE,43.1378,0.931666,3631
05586A,SAINT ORENS DE GAMEVILLE,Bureau de Poste,,PLACE DE LA POSTE,,,31650,ST ORENS DE GAMEVILLE,31506,FRANCE,43.554692,1.532419,3631
05587A,SAINT PLANCARD BP,Bureau de Poste,,LE BOURG,,,31580,ST PLANCARD,31513,FRANCE,43.171384,0.575496,3631
05589A,SALIES DU SALAT BP,Bureau de Poste,,7 RUE DE LA POSTE,,,31260,SALIES DU SALAT,31523,FRANCE,43.101335,0.95859,3631
05590A,LA SALVETAT SAINT GILLES BP,Bureau de Poste,,28 AVENUE DU CHATEAU D EAU,,,31880,LA SALVETAT ST GILLES,31526,FRANCE,43.576267,1.27494,3631
05591A,SAUVETERRE DE COMMINGESC AP,Agence postale communale,05577A,HAMEAU DE BRUNCAN,,,31510,SAUVETERRE DE COMMINGES,31535,FRANCE,43.033347986,0.6682038333,3631
05592A,SENGOUAGNET AP,Agence postale communale,05577A,LE BOURG,,,31160,SENGOUAGNET,31544,FRANCE,42.9858,0.789284,3631
05593A,SEYSSES BP,Bureau de Poste,,RUE JEAN SAVIGNOL,,,31600,SEYSSES,31547,FRANCE,43.497104,1.311172,3631
05594A,SOUEICH AP,Agence postale communale,05577A,QUARTIER LE PATY,,0,31160,SOUEICH,31550,FRANCE,43.045296,0.779097,3631
05596A,TOULOUSE CAPITOLE,Bureau de Poste,,9 RUE LAFAYETTE,,,31000,TOULOUSE,31555,FRANCE,43.604994,1.444679,3631
05597A,TOURNEFEUILLE,Bureau de Poste,,PLACE DE LA MAIRIE,,,31170,TOURNEFEUILLE,31557,FRANCE,43.582895,1.346057,3631
05598A,L UNION BP,Bureau de Poste,,1 RUE DU PIC DU MIDI,,,31240,L UNION,31561,FRANCE,43.657492,1.482968,3631
05600A,VALENTINE BP,Bureau de Poste,,PLACE VINCENT AURIOL,,,31800,VALENTINE,31565,FRANCE,43.096124,0.705757,3631
05601A,VENERQUE BP,Bureau de Poste,,2 RUE JEAN BAPTISTE NOULET,,,31810,VENERQUE,31572,FRANCE,43.432309,1.443523,3631
05602A,VERFEIL BP,Bureau de Poste,,2 PLACE FRANCOIS MITTERRAND,,,31590,VERFEIL,31573,FRANCE,43.658025,1.662853,3631
05604A,VILLAUDRIC AP,Agence postale communale,05461A,RUE DE LA NEGRETTE,MAIRIE DE VILLAUDRIC,,31620,VILLAUDRIC,31581,FRANCE,43.829849,1.431264,3631
05605A,VILLEFRANCHE DE LAURAGAIS BP,Bureau de Poste,,SQUARE GENERAL DE GAULLE,,,31290,VILLEFRANCHE DE LAURAGAIS,31582,FRANCE,43.400787,1.71507,3631
05606A,VILLEMUR SUR TARN BP,Bureau de Poste,,1 RUE JEAN MARIE ELIE BRUSSON,,,31340,VILLEMUR SUR TARN,31584,FRANCE,43.862913,1.50631,3631
05608A,VILLENEUVE TOLOSANE BP,Bureau de Poste,,LE BOURG,,,31270,VILLENEUVE TOLOSANE,31588,FRANCE,43.525724,1.343478,3631
05609A,VILLENOUVELLE AP,Agence postale communale,05563A,PLACE DE LA MAIRIE,,,31290,VILLENOUVELLE,31589,FRANCE,43.435442,1.661602,3631
05611A,MURET LE BARRY BP,Bureau de Poste,,CENTRE COMMERCIAL LE BARRY,,,31600,MURET,31395,FRANCE,43.456097,1.329179,3631
05616A,TOULOUSE LES IZARDS BP,Bureau de Poste,,15 CHEMIN DES IZARDS,,,31200,TOULOUSE,31555,FRANCE,43.638094,1.443988,3631
05618A,TOULOUSE COTE PAVEE,Bureau de Poste,,103 AVENUE DE CASTRES,,,31500,TOULOUSE,31555,FRANCE,43.600691,1.476051,3631
05619A,TOULOUSE LES PRADETTES BP,Bureau de Poste,,15 PLACE DES PRADETTES,,,31100,TOULOUSE,31555,FRANCE,43.582,1.3883,3631
05621A,CASTELGINEST BUFFEBIAU AP,Agence postale communale,05446A,128 B CHEMIN DE BUFFEBIAU,CENTRE COMMERCIAL BUFFEBIAU,,31780,CASTELGINEST,31116,FRANCE,43.685856,1.447785,3631
05622A,TOULOUSE ARNAUD BERNARD,Bureau de Poste,,17 BOULEVARD LASCROSSES,,,31000,TOULOUSE,31555,FRANCE,43.610795,1.436448,3631
05623A,TOULOUSE ROQUELAINE,Bureau de Poste,,1 PLACE ROQUELAINE,,,31000,TOULOUSE,31555,FRANCE,43.612296,1.448276,3631
05625A,TOULOUSE CROIX DAURADE,Bureau de Poste,,131 ROUTE D ALBI,,,31200,TOULOUSE,31555,FRANCE,43.636091,1.464068,3631
05626A,TOULOUSE QUARTIER LALANDE BP,Bureau de Poste,,235 AVENUE DE FRONTON,,,31200,TOULOUSE,31555,FRANCE,43.648096,1.432901,3631
05627A,TOULOUSE MINIMES,Bureau de Poste,,165 AVENUE DES MINIMES,,,31200,TOULOUSE,31555,FRANCE,43.625999,1.43361,3631
05628A,TOULOUSE PONT DES DEMOISELLES,Bureau de Poste,,30 AV ANTOINE DE SAINT EXUPERY,,,31400,TOULOUSE,31555,FRANCE,43.586695,1.462499,3631
05629A,TOULOUSE SAINT AUBIN,Bureau de Poste,,1 RUE CHARLES CAMICHEL,,,31000,TOULOUSE,31555,FRANCE,43.602791,1.45446,3631
05632A,TOULOUSE SAINT MICHEL,Bureau de Poste,,28 GRANDE RUE SAINT MICHEL,,,31400,TOULOUSE,31555,FRANCE,43.586998,1.446741,3631
05633A,TOULOUSE SAINT SIMON BP,Bureau de Poste,,PLACE DE L EGLISE SAINT SIMON,,,31100,TOULOUSE,31555,FRANCE,43.557394,1.380846,3631
05634A,TOULOUSE SEPT DENIERS BP,Bureau de Poste,,15 ROUTE DE BLAGNAC,,,31200,TOULOUSE,31555,FRANCE,43.611592,1.4147,3631
05637A,TOULOUSE CROIX DE PIERRE BP,Bureau de Poste,,4 BOULEVARD DEODAT DE SEVERAC,,,31300,TOULOUSE,31555,FRANCE,43.585853,1.427963,3631
05638A,TOULOUSE BAGATELLE BP,Bureau de Poste,,132 RUE HENRI DESBALS,,,31100,TOULOUSE,31555,FRANCE,43.580893,1.413316,3631
05639A,TOULOUSE BELLEFONTAINE BP,Bureau de Poste,,63 ALLEE DE BELLEFONTAINE,,,31100,TOULOUSE,31555,FRANCE,43.565695,1.399805,3631
05641A,TOULOUSE ROSERAIE,Bureau de Poste,,167 RUE LOUIS PLANA,,,31500,TOULOUSE,31555,FRANCE,43.619397,1.469359,3631
05642A,TOULOUSE RANGUEIL BP,Bureau de Poste,,8 RUE EMILE GUYOU,,,31400,TOULOUSE,31555,FRANCE,43.573993,1.462236,3631
05643A,TOULOUSE EMPALOT BP,Bureau de Poste,,AVENUE JEAN MOULIN,39,,31400,TOULOUSE,31555,FRANCE,43.5796,1.4416,3631
05645A,TOULOUSE LARDENNE,Bureau de Poste,,2 PLACE JACQUES SAUVEGRAIN,,,31100,TOULOUSE,31555,FRANCE,43.589398,1.378331,3631
05646A,SAINT ORENS DE GAMEVILLE CATHALA AP,Agence postale communale,05586A,47 BOULEVARD DE CATALA,,,31650,ST ORENS DE GAMEVILLE,31506,FRANCE,43.571091,1.518651,3631
05648A,TOULOUSE MIRAIL,Bureau de Poste,,3 RUE DE L UNIVERSITE DU MIRAIL,,,31100,TOULOUSE,31555,FRANCE,43.575,1.4017,3631
05649A,LABEGE BP,Bureau de Poste,,700 LA PYRENEENNE,CENTRE COMMERCIAL LABEGE II,,31670,LABEGE,31254,FRANCE,43.550597,1.507848,3631
05651A,AIGNAN BP,Bureau de Poste,,PLACE DU COLONEL PARISOT,,,32290,AIGNAN,32001,FRANCE,43.697738,0.082901,3631
05652A,AUBIET BP,Bureau de Poste,,AVENUE DU GROUPE SCOLAIRE,,,32270,AUBIET,32012,FRANCE,43.646717692,0.7834947335,3631
05653A,AUCH GAMBETTA,Bureau de Poste,,10 RUE GAMBETTA,,,32000,AUCH,32013,FRANCE,43.647518,0.585242,3631
05654A,BARCELONNE DU GERS BP,Bureau de Poste,,PLACE DU SOUVENIR,,,32720,BARCELONNE DU GERS,32027,FRANCE,43.703358,-0.235535,3631
05656A,BASSOUES AP,Agence postale communale,05691A,RUE PRINCIPALE,AU VILLAGE,,32320,BASSOUES,32032,FRANCE,43.578694,0.245263,3631
05658A,BEAUMARCHES APC AP,Agence postale communale,05691A,PLACE MAURICE DUBERNET,MAIRIE,,32160,BEAUMARCHES,32036,FRANCE,43.585398,0.089636,3631
05659A,CAMPAGNE D ARMAGNAC AP,Agence postale communale,05665A,LE VILLAGE,MAIRIE,,32800,CAMPAGNE D ARMAGNAC,32073,FRANCE,43.863899,-0.000856,3631
05660A,CASTELNAU BARBARENS BP,Bureau de Poste,,PATTE D OIE,,,32450,CASTELNAU BARBARENS,32076,FRANCE,43.574495,0.723509,3631
05661A,CASTELNAU D AUZAN AP,Agence postale communale,05665A,PLACE DE L HOTEL DE VILLE,,,32440,CASTELNAU D AUZAN,32079,FRANCE,43.949303,0.083852,3631
05662A,CASTERA VERDUZAN BP,Bureau de Poste,,PLACE DE L ANCIEN FOIRAIL,,,32410,CASTERA VERDUZAN,32083,FRANCE,43.805242,0.428208,3631
05663A,CAZAUBON BP,Bureau de Poste,,PLACE DES ARENES,,,32150,CAZAUBON,32096,FRANCE,43.935056,-0.073896,3631
05664A,COLOGNE BP,Bureau de Poste,,PLACE DE LA HALLE,,,32430,COLOGNE,32106,FRANCE,43.721766,0.978,3631
05665A,CONDOM,Bureau de Poste,,15 RUE GAMBETTA,,,32100,CONDOM,32107,FRANCE,43.957492043,0.3739238882,3631
05666A,DEMU RP,Relais poste,05665A,VILLAGE,TABAC DEVILLERS,,32190,DEMU,32115,FRANCE,43.765188,0.167859,3631
05667A,EAUZE BP,Bureau de Poste,,34 BIS BOULEVARD D ARTAGNAN,,,32800,EAUZE,32119,FRANCE,43.861934,0.10187,3631
05668A,ESTANG AP,Agence postale communale,05665A,PLACE ROGER BON,,,32240,ESTANG,32127,FRANCE,43.8661,-0.1076,3631
05669A,FLEURANCE BP,Bureau de Poste,,79 RUE GAMBETTA,,,32500,FLEURANCE,32132,FRANCE,43.848397,0.663218,3631
05670A,GIMONT BP,Bureau de Poste,,PLACE SAINT ELOI,,,32200,GIMONT,32147,FRANCE,43.624824,0.87887,3631
05671A,GONDRIN APC AP,Agence postale communale,05665A,2 RUE RODOLPHE MOLERE,BP 2,,32330,GONDRIN,32149,FRANCE,43.886465852,0.2375603767,3631
05672A,LE HOUGA BP,Bureau de Poste,,ROUTE DE MONT DE MARSAN,,,32460,LE HOUGA,32155,FRANCE,43.776067,-0.185572,3631
05673A,L ISLE DE NOE APC AP,Agence postale communale,05691A,VILLAGE,,,32300,L ISLE DE NOE,32159,FRANCE,43.58655,0.412584,3631
05674A,L ISLE JOURDAIN,Bureau de Poste,,2 AVENUE CHARLES DE GAULLE,,,32600,L ISLE JOURDAIN,32160,FRANCE,43.613944,1.083777,3631
05675A,JEGUN BP,Bureau de Poste,,GRANDE RUE,,,32360,JEGUN,32162,FRANCE,43.757524059,0.4582774464,3631
05677A,LAVARDENS AP,Agence postale communale,05665A,RUE PRINCIPALE,MAIRIE,,32360,LAVARDENS,32204,FRANCE,43.760699,0.513479,3631
05679A,LECTOURE BP,Bureau de Poste,,PLACE DESCAMPS,,,32700,LECTOURE,32208,FRANCE,43.934249,0.625521,3631
05680A,LIGARDES AP,Agence postale communale,05665A,VILLAGE DE LIGARDES,MAIRIE,,32480,LIGARDES,32212,FRANCE,44.040396,0.481588,3631
05681A,LOMBEZ BP,Bureau de Poste,,LIEU DIT PRAT BEZIAU,,,32220,LOMBEZ,32213,FRANCE,43.47487,0.913437,3631
05682A,LUPIAC AP,Agence postale communale,05691A,12 PLACE D ARTAGNAN,,,32290,LUPIAC,32219,FRANCE,43.68205,0.18159,3631
05683A,MANCIET BP,Bureau de Poste,,PLACE DE LA MAIRIE,,,32370,MANCIET,32227,FRANCE,43.799289,0.040773,3631
05684A,MARCIAC BP,Bureau de Poste,,45 PLACE DE L HOTEL DE VILLE,,,32230,MARCIAC,32233,FRANCE,43.523924,0.160246,3631
05685A,MARSAN RPC RP,Relais poste,05674A,328 RUE PIERRE DE MONTESQUIOU,EPICERIE BOURREC,,32270,MARSAN,32237,FRANCE,43.6564,0.718543,3631
05686A,MASSEUBE BP,Bureau de Poste,,10 AVENUE ELYSEE DUFFRECHOU,,,32140,MASSEUBE,32242,FRANCE,43.42849,0.578499,3631
05687A,MAULEON D ARMAGNAC AP,Agence postale communale,05665A,295 ROUTE DU VILLAGE,MAIRIE,,32240,MAULEON D ARMAGNAC,32243,FRANCE,43.902992001084,-0.15209000017,3631
05688A,MAUVEZIN BP,Bureau de Poste,,3 PLACE DE LA LIBERATION,,,32120,MAUVEZIN,32249,FRANCE,43.730471,0.877307,3631
05689A,MIELAN BP,Bureau de Poste,,RUE DE LA RITOURIE,,,32170,MIELAN,32252,FRANCE,43.429297,0.306254,3631
05690A,MIRADOUX RPC RP,Relais poste,05665A,11 BIS PLACE DU FOIRAIL,,,32340,MIRADOUX,32253,FRANCE,43.998308,0.757415,3631
05691A,MIRANDE,Bureau de Poste,,23 RUE VICTOR HUGO,,,32300,MIRANDE,32256,FRANCE,43.513194,0.40485,3631
05692A,MONFERRAN SAVES RPC RP,Relais poste,05674A,53 ROUTE DU CALVAIRE,,,32490,MONFERRAN SAVES,32268,FRANCE,43.598466,0.981813,3631
05693A,MONFORT APC AP,Agence postale communale,05674A,RUE DE L ECOLE,,,32120,MONFORT,32269,FRANCE,43.794876575,0.821983589,3631
05694A,MONGUILHEM AP,Agence postale communale,05691A,PLACE DE LA MAIRIE,,,32240,MONGUILHEM,32271,FRANCE,43.855194,-0.181005,3631
05695A,MONTAUT LES CRENEAUX AP,Agence postale communale,05653A,LE VILLAGE,MAIRIE,,32810,MONTAUT LES CRENEAUX,32279,FRANCE,43.6943,0.657495,3631
05696A,MONTESQUIOU BP,Bureau de Poste,,IMPASSE DE L EGLISE,,,32320,MONTESQUIOU,32285,FRANCE,43.578293,0.329387,3631
05697A,MONTESTRUC SUR GERS AP,Agence postale communale,05665A,32 ROUTE D AGEN,MAIRIE,,32390,MONTESTRUC SUR GERS,32286,FRANCE,43.7934,0.6298,3631
05698A,MONTREAL BP,Bureau de Poste,,RUE DE L EGLISE,,,32250,MONTREAL DU GERS,32290,FRANCE,43.950597,0.202339,3631
05699A,MOUCHAN AP,Agence postale communale,05665A,VILLAGE,,,32330,MOUCHAN,32292,FRANCE,43.903796,0.298914,3631
05700A,NOGARO BP,Bureau de Poste,,PLACE DE LA MAIRIE,7,,32110,NOGARO,32296,FRANCE,43.758309,-0.034786,3631
05701A,ORDAN LARROQUEC AP,Agence postale communale,05653A,8 rue du Barry,AGENCE POSTALE COMMUNALE,,32350,ORDAN LARROQUE,32301,FRANCE,43.686898,0.460803,3631
05702A,PANJAS AP,Agence postale communale,05691A,PLACE PARISOT,,,32110,PANJAS,32305,FRANCE,43.821092,-0.089263,3631
05703A,PAVIE BP,Bureau de Poste,,PLACE DE L EGLISE,,,32550,PAVIE,32307,FRANCE,43.60926,0.592194,3631
05704A,PLAISANCE DU GERS BP,Bureau de Poste,,RUE DE L ADOUR,,,32160,PLAISANCE,32319,FRANCE,43.605604,0.045581,3631
05705A,PRECHAC SUR ADOUR AP,Agence postale communale,05691A,3 PLACE DE LA MAIRIE,,,32160,PRECHAC SUR ADOUR,32330,FRANCE,43.602296,-0.002258,3631
05706A,PREIGNAN BP,Bureau de Poste,,RUE DU VILLAGE,,,32810,PREIGNAN,32331,FRANCE,43.711888046,0.625719586,3631
05707A,PUYCASQUIER APC AP,Agence postale communale,05674A,RUE PRINCIPALE,,,32120,PUYCASQUIER,32335,FRANCE,43.747092,0.74614,3631
05708A,RISCLE BP,Bureau de Poste,,RUE DE LA POSTE,,,32400,RISCLE,32344,FRANCE,43.654601,-0.088102,3631
05709A,LA ROMIEU AP,Agence postale communale,05665A,1 BOULEVARD LACAVE,,,32480,LA ROMIEU,32345,FRANCE,43.9812,0.499,3631
05710A,SAINT BLANCARD AP,Agence postale communale,05691A,VILLAGE,,,32140,ST BLANCARD,32365,FRANCE,43.344199,0.646677,3631
05711A,SAINTE CHRISTIE AP,Agence postale communale,05665A,2 CHEMIN DE RONDE,,,32390,STE CHRISTIE,32368,FRANCE,43.755198,0.633521,3631
05712A,SAINT CLAR BP,Bureau de Poste,,PLACE DU FOIRAIL,,,32380,ST CLAR,32370,FRANCE,43.890895,0.768273,3631
05713A,SAINT GERME AP,Agence postale communale,05691A,AU VILLAGE,MAIRIE,,32400,ST GERME,32378,FRANCE,43.680495,-0.146623,3631
05714A,SAINT JEAN POUTGE AP,Agence postale communale,05665A,150 ROUTE DE BAYONNE,,,32190,ST JEAN POUTGE,32382,FRANCE,43.726095,0.37773,3631
05715A,SAINT MEDARD AP,Agence postale communale,05691A,ROUTE NATIONALE,,,32300,ST MEDARD,32394,FRANCE,43.489899,0.458694,3631
05716A,SAINT MICHEL AP,Agence postale communale,05691A,AU BOURG,,,32300,ST MICHEL,32397,FRANCE,43.428497,0.414604,3631
05717A,SAINT PUY RPC RP,Relais poste,05665A,2 AVENUE RENE LASSUS,PROXI,,32310,ST PUY,32404,FRANCE,43.876892,0.462288,3631
05718A,SAMATAN BP,Bureau de Poste,,59 BOULEVARD DES CASTRES,,,32130,SAMATAN,32410,FRANCE,43.491582,0.929343,3631
05719A,SARAMON BP,Bureau de Poste,,QUARTIER DU FAUBOURG,,,32450,SARAMON,32412,FRANCE,43.521464,0.761719,3631
05720A,SARRANT AP,Agence postale communale,05674A,9 PROMENADE DES PLATANES,,,32120,SARRANT,32416,FRANCE,43.773898,0.929235,3631
05722A,SEISSAN BP,Bureau de Poste,,5787 AVENUE ANSELME BATBIE,,,32260,SEISSAN,32426,FRANCE,43.492536,0.591667,3631
05724A,SOLOMIAC AP,Agence postale communale,05674A,1 PLACE DE LA HALLE,,,32120,SOLOMIAC,32436,FRANCE,43.80548107,0.8978192847,3631
05725A,TERRAUBE AP,Agence postale communale,05665A,LE VILLAGE,,,32700,TERRAUBE,32442,FRANCE,43.905996,0.551749,3631
05726A,TERMES AP,Agence postale communale,05691A,80 RUE DU CHATEAU,,,32400,TERMES D ARMAGNAC,32443,FRANCE,43.671095,-0.010965,3631
05727A,TILLAC RP,Relais poste,05691A,PLACE DU VILLAGE,,,32170,TILLAC,32446,FRANCE,43.475139,0.275072,3631
05729A,TOURNECOUPE AP,Agence postale communale,05665A,11 Route de TOULOUSE,MAIRIE,,32380,TOURNECOUPE,32452,FRANCE,43.863094,0.813816,3631
05730A,VALENCE SUR BAISE AP,Agence postale communale,05665A,14 PLACE DE L HOTEL DE VILLE,MAIRIE,,32310,VALENCE SUR BAISE,32459,FRANCE,43.882740953,0.3812210304,3631
05731A,VIC FEZENSAC BP,Bureau de Poste,,9 PLACE JULIE SAINT AVIT,,,32190,VIC FEZENSAC,32462,FRANCE,43.758452,0.302316,3631
05732A,VIELLA RPC RP,Relais poste,05691A,30 RUE DE PACHERENC,VIVAL MONSIEUR DUPUY ROLAND,,32400,VIELLA,32463,FRANCE,43.596155,-0.143029,3631
05733A,VILLECOMTAL SUR ARROS BP,Bureau de Poste,,11 AVENUE DE GASCOGNE,11 A,,32730,VILLECOMTAL SUR ARROS,32464,FRANCE,43.401778,0.200606,3631
05736A,AUCH GARROS BP,Bureau de Poste,,3 RUE ABEL GARDEY,,,32000,AUCH,32013,FRANCE,43.635142611195,0.5946996774755,3631
05739A,AILLAS AP,Agence postale communale,05864A,4 RUE D ALBRET,,,33124,AILLAS,33002,FRANCE,44.472993,-0.07769,3631
05739B,ALLUYES RP,Relais poste,04837A,9 PLACE DU DONJON,,,28800,ALLUYES,28005,FRANCE,48.227955,1.363221,3631
05740A,AMBARES ET LAGRAVE,Bureau de Poste,,13 RUE FAULAT,,,33440,AMBARES ET LAGRAVE,33003,FRANCE,44.925098,-0.487888,3631
05742A,ANDERNOS LES BAINS,Bureau de Poste,,13 AVENUE DE BORDEAUX,,,33510,ANDERNOS LES BAINS,33005,FRANCE,44.742791,-1.097435,3631
05743A,ANGLADE AP,Agence postale communale,05774A,PLACE DES PLATANES,2,,33390,ANGLADE,33006,FRANCE,45.209596,-0.635222,3631
05744A,ARBANATS AP,Agence postale communale,05816A,6 PLACE CARAYON LATOUR,,,33640,ARBANATS,33007,FRANCE,44.675399,-0.394761,3631
05745A,ARCACHON PRINCIPAL,Bureau de Poste,,1 PLACE ROOSEVELT,,,33120,ARCACHON,33009,FRANCE,44.660292,-1.168503,3631
05746A,ARES BP,Bureau de Poste,,21 AVENUE DE LA PLAGE,,,33740,ARES,33011,FRANCE,44.765231,-1.140932,3631
05747A,ARSAC BP,Bureau de Poste,,16 AVENUE DE LIGONDRAS,,,33460,ARSAC,33012,FRANCE,44.999259,-0.687773,3631
05748A,ARTIGUES PRES BORDEAUX BP,Bureau de Poste,,5 RUE JEAN MOULIN,,,33370,ARTIGUES PRES BORDEAUX,33013,FRANCE,44.862782,-0.489585,3631
05749A,LES ARTIGUES DE LUSSAC RP,Relais poste,05875A,432 RUE J TROCARD,VIVAL,,33570,LES ARTIGUES DE LUSSAC,33014,FRANCE,44.971542,-0.140239,3631
05750A,ARVEYRES AP,Agence postale communale,05875A,8 RUE DE L EGLISE,MAIRIE,,33500,ARVEYRES,33015,FRANCE,44.884595,-0.284831,3631
05751A,ASQUES AP,Agence postale communale,05951A,62 RUE DE L ECOLE,,,33240,ASQUES,33016,FRANCE,44.952185,-0.413398,3631
05752A,AUBIE ESPESSAS AP,Agence postale communale,05951A,18 RUE D AUBIE,,,33240,VAL DE VIRVEE,33018,FRANCE,45.019133,-0.407134,3631
05753A,AUDENGE BP,Bureau de Poste,,2 AVENUE DE VERDUN,,,33980,AUDENGE,33019,FRANCE,44.683086,-1.014796,3631
05754A,BORDEAUX TOURNY BP,Bureau de Poste,,29 ALLEES DE TOURNY,,,33000,BORDEAUX,33063,FRANCE,44.844791,-0.576754,3631
05755A,AUROS BP,Bureau de Poste,,3 BIS RUE PARTARRIEU,,,33124,AUROS,33021,FRANCE,44.495896,-0.147209,3631
05756A,AVENSAN RP,Relais poste,05801A,6 PLACE SAINT PIERRE,TABAC,,33480,AVENSAN,33022,FRANCE,45.034462,-0.758305,3631
05757A,LE BARP BP,Bureau de Poste,,23 AVENUE DES PYRENEES,,,33114,LE BARP,33029,FRANCE,44.604685,-0.770624,3631
05758A,BARSAC BP,Bureau de Poste,,AVENUE ARISTIDE BRIAND,1,,33720,BARSAC,33030,FRANCE,44.608050303,-0.317251188,3631
05759A,BASSENS BP,Bureau de Poste,,14 AVENUE SAINT EXUPERY,,,33530,BASSENS,33032,FRANCE,44.902298,-0.513899,3631
05762A,BAZAS BP,Bureau de Poste,,11 COURS DU GENERAL DE GAULLE,,,33430,BAZAS,33036,FRANCE,44.43177,-0.214282,3631
05763A,BEAUTIRAN BP,Bureau de Poste,,7 RUE DE LA PAPETERIE,,,33640,BEAUTIRAN,33037,FRANCE,44.70339,-0.448911,3631
