identifiant_a,libelle_du_site,caracteristique_du_site,site_acores_de_rattachement,adresse,complement_d_adresse,lieu_dit,code_postal,localite,code_insee,pays,latitude,longitude,numero_de_telephone
13180A,LYON JEAN MACE BP,Bureau de Poste,,44 AVENUE BERTHELOT,,,69007,LYON,69387,FRANCE,45.745993,4.839163,3631
13180D,FREIGNE 44 AP,Agence postale communale,08181A,2 RUE SAINT MAURICE,,FREIGNE,44540,VALLONS DE L ERDRE,44180,FRANCE,47.548500596,-1.123929968,3631
13181A,BRON TERRAILLON BP,Bureau de Poste,,64 RUE MARCEL BRAMET,,,69500,BRON,69029,FRANCE,45.743152,4.920875,3631
13181D,LA PETITE PIERRE AP,Agence postale communale,12647A,22 RUE PRINCIPALE,,,67290,LA PETITE PIERRE,67371,FRANCE,48.857861202,7.3210662969,3631
13182A,ST FONS LES CLOCHETTES AP,Agence postale communale,13064A,PLACE DES PALABRES,,,69190,ST FONS,69199,FRANCE,45.6943,4.855246,3631
13182D,ST GENIS LES OLLIERES AP,Agence postale communale,13092A,10 RUE DE LA MAIRIE,,,69290,ST GENIS LES OLLIERES,69205,FRANCE,45.756308573,4.7260683963,3631
13184A,LYON SULLY,Bureau de Poste,,69 RUE SULLY,,,69006,LYON,69386,FRANCE,45.771097,4.848447,3631
13185A,LYON CROIX ROUSSE,Bureau de Poste,,167 BOULEVARD DE LA CROIX ROUSSE,,,69004,LYON,69384,FRANCE,45.774695,4.833227,3631
13185D,VANVES RPC VANV EN POUPE RP,Relais poste,17084A,1 PL DU MAL DE LATTRE DE TASSIGNY,RELAIS POSTE VANVES EN POUPE,,92170,VANVES,92075,FRANCE,48.821874569,2.2854735853,3631
13186A,LYON MERMOZ BP,Bureau de Poste,,11 B PLACE ANDRE LATARJET,,,69008,LYON,69388,FRANCE,45.730999,4.885498,3631
13188A,LYON GUILLOTIERE,Bureau de Poste,,39 AVENUE JEAN JAURES,,,69007,LYON,69387,FRANCE,45.750797,4.845348,3631
13189A,LYON PART DIEU BP,Bureau de Poste,,18 RUE DU LAC,,,69003,LYON,69383,FRANCE,45.758695,4.853591,3631
13190A,LYON MONPLAISIR,Bureau de Poste,,5 RUE ANTOINE LUMIERE,,,69008,LYON,69388,FRANCE,45.743792,4.870278,3631
13191A,LYON MONTCHAT,Bureau de Poste,,3 COURS EUGENIE,,,69003,LYON,69383,FRANCE,45.749799,4.886845,3631
13192A,LYON GERLAND,Bureau de Poste,,15 RUE JACQUES MONOD,,,69007,LYON,69387,FRANCE,45.730595,4.829749,3631
13193D,ANDOLSHEIM RP,Relais poste,12776A,6 RUE DE COLMAR,,,68280,ANDOLSHEIM,68007,FRANCE,48.064991259,7.4169096197,3631
13194A,LYON PREFECTURE BP,Bureau de Poste,,150 RUE PIERRE CORNEILLE,,,69003,LYON,69383,FRANCE,45.758192,4.84472,3631
13194D,SOLIERS BOULANGERIE LETOURNEUR RP,Relais poste,02382A,21 PLACE DE LA MAIRIE,,,14540,SOLIERS,14675,FRANCE,49.134626832,-0.295445598,3631
13195A,LYON ST JEAN BP,Bureau de Poste,,25 QUAI ROMAIN ROLLAND,,,69005,LYON,69385,FRANCE,45.761299,4.828478,3631
13195D,BRETONCELLES AP,Agence postale communale,11383A,24 RUE LUCIEN DAVID,,,61110,BRETONCELLES,61061,FRANCE,48.431822246,0.8882940527,3631
13196A,LYON ST JUST BP,Bureau de Poste,,3 PLACE DE TRION,,,69005,LYON,69385,FRANCE,45.757794,4.812786,3631
13197A,LYON TERREAUX BP,Bureau de Poste,,7 RUE DU PRESIDENT EDOUARD HERRIOT,,,69001,LYON,69381,FRANCE,45.7664,4.8344,3631
13198A,LYON VALMY,Bureau de Poste,,4 PLACE DU MARCHE,,,69009,LYON,69389,FRANCE,45.773896,4.806668,3631
13199A,LYON VILLETTE,Bureau de Poste,,72 RUE MAURICE FLANDIN,,,69003,LYON,69383,FRANCE,45.757791,4.862577,3631
13199D,BOUGARBER RP,Relais poste,12084A,31 ROUTE DE SAULT ET NAVAILLES,BUREAU DE TABAC BOUGARBER,,64230,LESCAR,64142,FRANCE,43.379104392,-0.455656022,3631
13200A,VILLEURBANNE LES CHARPENNES,Bureau de Poste,,38 COURS EMILE ZOLA,,,69100,VILLEURBANNE,69266,FRANCE,45.770698,4.866231,3631
13200D,ST BREVIN L OCEAN RP,Relais poste,08284A,6 AVENUE DE LA HAUTIERE,CARREFOUR CITY,,44250,ST BREVIN LES PINS,44154,FRANCE,47.228913863,-2.173178135,3631
13201A,VILLEURBANNE TOTEM BP,Bureau de Poste,,13 BIS COURS TOLSTOI,,,69100,VILLEURBANNE,69266,FRANCE,45.763796,4.871894,3631
13202A,VILLEURBANNE CUSSET,Bureau de Poste,,11 PETITE RUE PASTEUR,,,69100,VILLEURBANNE,69266,FRANCE,45.765296,4.898856,3631
13202D,MARSEILLE ST JEROME RP,Relais poste,02172A,34 AVENUE DE ST JEROME,SPAR,,13013,MARSEILLE,13213,FRANCE,43.3293,5.4191,3631
13204A,LYON CONFLUENCE BP,Bureau de Poste,,16 QUAI ANTOINE RIBOUD,,,69002,LYON,69382,FRANCE,45.742073,4.818143,3631
13204D,LUNEL INTERMARCHE PORTES DE MER RP,Relais poste,06250A,ROUTE DE LA MER,CENTRE COMMERCIAL LES PORTES DE LA MER,,34400,LUNEL,34145,FRANCE,43.683552584,4.1531115437,3631
13205A,LYON POINT DU JOUR,Bureau de Poste,,51 AVENUE DU POINT DU JOUR,,,69005,LYON,69385,FRANCE,45.756094,4.802075,3631
13206A,LYON DAUPHINE BP,Bureau de Poste,,15 TER RUE DU DAUPHINE,,,69003,LYON,69383,FRANCE,45.750799,4.864904,3631
13207A,LYON BEAUVISAGE,Bureau de Poste,,163 RUE PROFESSEUR BEAUVISAGE,,,69008,LYON,69388,FRANCE,45.727795,4.863179,3631
13209A,LYON DUCHERE BP,Bureau de Poste,,5 TER PLACE ABBE PIERRE,,,69009,LYON,69389,FRANCE,45.786082,4.795275,3631
13210A,LYON MASSENA RP,Relais poste,13184A,29 COURS VITTON,FRANPRIX,,69006,LYON,69386,FRANCE,45.769744903,4.852825481,3631
13211A,LYON ST RAMBERT BP,Bureau de Poste,,32 RUE HECTOR BERLIOZ,,,69009,LYON,69389,FRANCE,45.801399,4.825637,3631
13219A,TASSIN AUDRAS RP,Relais poste,13092A,6 RUE DU LIEUTENANT AUDRAS,,,69160,TASSIN LA DEMI LUNE,69244,FRANCE,45.7601,4.7576,3631
13221A,RILLIEUX LA PAPE VILLAGE BP,Bureau de Poste,,3276 ROUTE DE STRASBOURG,,,69140,RILLIEUX LA PAPE,69286,FRANCE,45.821895,4.90049,3631
13222A,VILLEURBANNE CROIX LUIZET BP,Bureau de Poste,,160 AVENUE ROGER SALENGRO,,,69100,VILLEURBANNE,69266,FRANCE,45.780794,4.88468,3631
13223A,VENISSIEUX MINGUETTES BP,Bureau de Poste,,17 RUE ALBERT CAMUS,,,69200,VENISSIEUX,69259,FRANCE,45.696299,4.87318,3631
13223D,SAINT SIMEON DE BRESSIEUX RP,Relais poste,07115A,116 GRANDE RUE,LES ARCANES FLEURIES,,38870,ST SIMEON DE BRESSIEUX,38457,FRANCE,45.329118857,5.2651107288,3631
13224A,VAULX EN VELIN BROSSES BP,Bureau de Poste,,61 ROUTE DE GENAS,,,69120,VAULX EN VELIN,69256,FRANCE,45.747401,4.924712,3631
13224D,COUR ET BUIS RP,Relais poste,07309A,5 PLACE MARCHANDE,TABAC PRESSE,,38122,COUR ET BUIS,38134,FRANCE,45.441905726,5.0033423948,3631
13225D,SAINT ETIENNE DE CROSSEY RP,Relais poste,07323A,23 RUE DU CHARRAT,VIVAL,,38960,ST ETIENNE DE CROSSEY,38383,FRANCE,45.378271885,5.6468105534,3631
13226A,CHARGEY LES GRAY AP,Agence postale communale,13348A,5 GRANDE RUE,,,70100,CHARGEY LES GRAY,70132,FRANCE,47.487089498,5.5751322933,3631
13227A,AILLEVILLERS ET LYAUMONT BP,Bureau de Poste,,14 RUE GL DE GAULLE AILLEVILLERS,,,70320,AILLEVILLERS ET LYAUMONT,70006,FRANCE,47.919052,6.337669,3631
13227D,LUZINAY VIVAL RP,Relais poste,07309A,ROUTE DU PLAN,VIVAL LES BALCONS DU CENTRE,,38200,LUZINAY,38215,FRANCE,45.5867,4.9538,3631
13228A,AMANCE RP,Relais poste,13293A,32 GRANDE RUE,,,70160,AMANCE,70012,FRANCE,47.799954,6.058452,3631
13229A,VALLEROIS LE BOIS AP,Agence postale intercommunale,13348A,18 ROUTE DE BASLIERES,,,70000,VALLEROIS LE BOIS,70516,FRANCE,47.549692089,6.2924767269,3631
13229D,LA MEZIERE RP,Relais poste,06604A,4 PLACE DE L EGLISE,VIVECO,,35520,LA MEZIERE,35177,FRANCE,48.219278477,-1.754760525,3631
13230A,NANTILLY AP,Agence postale communale,13348A,RUE DE L EGLISE,,,70100,NANTILLY,70376,FRANCE,47.458944352,5.5278384686,3631
13230D,SAINT BRIEUC L HERMINE RP,Relais poste,03869A,77 RUE DE GOUEDIC,L HERMINE,,22000,ST BRIEUC,22278,FRANCE,48.508924249,-2.753826822,3631
13231A,MOLLANS AP,Agence postale communale,13292A,PLACE DE LA MAIRIE,,,70240,MOLLANS,70351,FRANCE,47.649168846,6.3706156515,3631
13231D,URRUGNE BEHOBIE PRESSE RP,Relais poste,12123A,41 RUE CHARLES PUCHEU,MAISON DE LA PRESSE,,64700,URRUGNE,64545,FRANCE,43.345192198,-1.762535627,3631
13232A,VESOUL REPUBLIQUE AP,Agence postale communale,13348A,5 RUE LEBLOND,,,70000,VESOUL,70550,FRANCE,47.623,6.1585,3631
13233D,GAP CORTESE PRESSE RP,Relais poste,00700A,28 BOULEVARD D ORIENT,LA GALERIE GEANT,,05000,GAP,05061,FRANCE,44.569,6.1024,3631
13234A,ARC LES GRAY BP,Bureau de Poste,,2 RUE DE DIJON ARC LES GRAY,,,70100,ARC LES GRAY,70026,FRANCE,47.457138,5.583977,3631
13234D,TOULON VIVAL GOURAUD RP,Relais poste,15791A,398 AVENUE GENERAL GOURAUD,,,83200,TOULON,83137,FRANCE,43.136095107,5.9159603497,3631
13235A,ATHESANS ETROITEFONTAINE AP,Agence postale communale,13292A,2 RUE DE L EGLISE,,,70110,ATHESANS ETROITEFONTAINE,70031,FRANCE,47.596784923,6.5091410252,3631
13235D,BRUE AURIAC AP,Agence postale communale,15729A,COURS ROUX DE CORSE,,,83119,BRUE AURIAC,83025,FRANCE,43.527479222,5.9447710843,3631
13236A,FROTEY LES VESOUL RP,Relais poste,13348A,27 GRANDE RUE,TABAC PRESSE JEUX,,70000,FROTEY LES VESOUL,70261,FRANCE,47.621623,6.184468,3631
13238A,AUTREY LES GRAY RP,Relais poste,13348A,6 RUE DU BOURG,TRANSPORTS LEBLANC,,70100,AUTREY LES GRAY,70041,FRANCE,47.486412,5.491151,3631
13240A,BEAUJEU ST VALLIER PIERREJUX QU. AP,Agence postale communale,13348A,RUE DES ECOLES,,,70100,BEAUJEU ET QUITTEUR,70058,FRANCE,47.504616,5.677509,3631
13240D,CHASSE SUR RHONE RP,Relais poste,07309A,156 AVENUE FRANCOIS MITTERRAND,BOULANGERIE COLOMB,,38670,CHASSE SUR RHONE,38087,FRANCE,45.583066293,4.7977723066,3631
13241A,BLONDEFONTAINE RP,Relais poste,13293A,9 ROUTE DE JUSSEY,CHRISTOPHE GERARD,,70500,BLONDEFONTAINE,70074,FRANCE,47.875,5.8698,3631
13242A,BREUCHES AP,Agence postale communale,13293A,1 PLACE LEON GROSJEAN,MAIRIE,,70300,BREUCHES,70093,FRANCE,47.79776,6.331265,3631
13243A,BREUREY LES FAVERNEY AP,Agence postale communale,13293A,10 PLACE DE LA MAIRIE,,,70160,BREUREY LES FAVERNEY,70095,FRANCE,47.755739903,6.1309275423,3631
13244A,BROYE AUBIGNEY MONTSEUGNY AP,Agence postale communale,13348A,19 GRANDE RUE,,BROYE LES PESMES,70140,BROYE AUBIGNEY MONTSEUGNY,70101,FRANCE,47.314098,5.510921,3631
13244D,FLASSANS SUR ISSOLE AP,Agence postale communale,15691A,2 PLACE GABRIEL PERI,,,83340,FLASSANS SUR ISSOLE,83057,FRANCE,43.37009164,6.2238260638,3631
13245A,BUCEY LES GY AP,Agence postale communale,04360A,21 RUE DE L EUROPE,,,70700,BUCEY LES GY,70104,FRANCE,47.421796,5.844645,3631
13247A,CHAMPAGNEY BP,Bureau de Poste,,20 GRANDE RUE,,,70290,CHAMPAGNEY,70120,FRANCE,47.705754,6.68544,3631
13248A,CHAMPEY AP,Agence postale communale,13292A,7 RUE DES VIEILLES VIES,,,70400,CHAMPEY,70121,FRANCE,47.585904543,6.6825500145,3631
13255A,CITERS AP,Agence postale communale,13293A,1 RUE DU PONT,,,70300,CITERS,70155,FRANCE,47.750117778,6.4172434141,3631
13256A,CLAIREGOUTTE AP,Agence postale communale,13292A,PLACE HENRI FREDERIC ISELIN,MAIRIE,,70200,CLAIREGOUTTE,70157,FRANCE,47.664008116,6.6193570847,3631
13257A,COMBEAUFONTAINE BP,Bureau de Poste,,GRANDE RUE,,,70120,COMBEAUFONTAINE,70165,FRANCE,47.710158,5.890269,3631
13258A,CONFLANS SUR LANTERNE AP,Agence postale communale,13293A,12 RUE JULES FERRY,,,70800,CONFLANS SUR LANTERNE,70168,FRANCE,47.815230222,6.2086445423,3631
13259A,CORBENAY AP,Agence postale communale,13293A,PLACE JEAN JACQUES BEUCLER,MAIRIE,,70320,CORBENAY,70171,FRANCE,47.891618644,6.3280300919,3631
13260A,CORRE AP,Agence postale communale,13293A,1 RUE EMILE HAUVILLER,,,70500,CORRE,70177,FRANCE,47.9183,5.9949,3631
13261A,LA COTE AP,Agence postale communale,13292A,18 RUE DE LA MAIRIE,,,70200,LA COTE,70178,FRANCE,47.687041151,6.5710381101,3631
13262A,COURCHATON AP,Agence postale communale,13292A,2 RUE DE LA MADELEINE,MAIRIE,,70110,COURCHATON,70180,FRANCE,47.516682571,6.5407460688,3631
13263A,DAMPIERRE SUR LINOTTE AP,Agence postale communale,04360A,5 RUE MANERES,,,70230,DAMPIERRE SUR LINOTTE,70197,FRANCE,47.511873929,6.232509249,3631
13264A,DAMPIERRE SUR SALON BP,Bureau de Poste,,2 BIS RUE LOUIS DORNIER,,,70180,DAMPIERRE SUR SALON,70198,FRANCE,47.55758,5.679652,3631
13265A,DEMANGEVELLE AP,Agence postale communale,13293A,1BIS RUE DU CONEY,MAIRIE,,70210,DEMANGEVELLE,70202,FRANCE,47.926527501,6.0353142596,3631
13267D,CREIL RELAIS DU MOULIN RP,Relais poste,11316A,61 PASSAGE JEAN GOUGON,,,60100,CREIL,60175,FRANCE,49.259444397,2.4858986589,3631
13268D,ROMILLY SUR SEINE LA BELLE IDEE RP,Relais poste,01482A,CENTRE COMMERCIAL LA BELLE IDEE,CENTRE LECLERC - RD619,,10100,ROMILLY SUR SEINE,10323,FRANCE,48.504553613,3.7662148029,3631
13269D,SAINTE MARGUERITE CORA RP,Relais poste,16638A,183 RUE ERNEST CHARLIER,,,88100,STE MARGUERITE,88413,FRANCE,48.272205391,6.9675250164,3631
13270A,FAVERNEY BP,Bureau de Poste,,2 PL GENERAL CHARLES DE GAULLE,,,70160,FAVERNEY,70228,FRANCE,47.766428,6.102076,3631
13271A,FONTAINE LES LUXEUIL AP,Agence postale communale,13293A,34 RUE MARQUISET,,,70800,FONTAINE LES LUXEUIL,70240,FRANCE,47.856686,6.334768,3631
13272A,FOUGEROLLES BP,Bureau de Poste,,26 RUE DE LA GARE,,FOUGEROLLES,70220,FOUGEROLLES ST VALBERT,70245,FRANCE,47.887537,6.408246,3631
13273A,FOUVENT SAINT ANDOCHE AP,Agence postale intercommunale,13348A,2 RUE DES RIOTTES,,,70600,FOUVENT ST ANDOCHE,70247,FRANCE,47.643395,5.670709,3631
13274A,FRAHIER ET CHATEBIER BP,Bureau de Poste,,24 RUE DE BELFORT,,,70400,FRAHIER ET CHATEBIER,70248,FRANCE,47.65901,6.747448,3631
13275A,FRASNE LE CHATEAU AP,Agence postale communale,04360A,2 BIS RUE DU CHATEAU,,,70700,FRASNE LE CHATEAU,70253,FRANCE,47.463397,5.892368,3631
13276A,FRESNE ST MAMES BP,Bureau de Poste,,GRANDE RUE,,,70130,FRESNE ST MAMES,70255,FRANCE,47.546211,5.862692,3631
13277A,FRESSE AP,Agence postale communale,13292A,130 HAMEAU LE VILLAGE,,,70270,FRESSE,70256,FRANCE,47.756519,6.660556,3631
13278A,FRETIGNEY ET VELLOREILLE RP,Relais poste,13348A,12 GRANDE RUE,,,70130,FRETIGNEY ET VELLOREILLE,70257,FRANCE,47.487206,5.945591,3631
13281A,GOUHENANS AP,Agence postale communale,13292A,7 RUE DE LA MAIRIE,,,70110,GOUHENANS,70271,FRANCE,47.606203967,6.4676976313,3631
13282A,GRANGES LE BOURG AP,Agence postale communale,13292A,3 PLACE DE LA MAIRIE,,,70400,GRANGES LE BOURG,70277,FRANCE,47.564455481,6.5852104993,3631
13283A,GRAY BP,Bureau de Poste,,PLACE EDMOND BOUR,,,70100,GRAY,70279,FRANCE,47.44787,5.589597,3631
13285A,HAUT DU THEM AP,Agence postale communale,13292A,3 RUE VIERGE,MAIRIE,,70440,HAUT DU THEM CHATEAU LAMBERT,70283,FRANCE,47.842400194,6.7206996482,3631
13285B,MAGNY LE HONGRE BP,Bureau de Poste,,6 8 RUE DES CAMPANULES,,,77700,MAGNY LE HONGRE,77268,FRANCE,48.865562092,2.8145124405,3631
13286A,HERICOURT BP,Bureau de Poste,,2 RUE ANDRE BOULLOCHE,,,70400,HERICOURT,70285,FRANCE,47.574599,6.755778,3631
13287A,JONVELLE AP,Agence postale communale,13293A,PLACE RAYMOND SENILLE,,,70500,JONVELLE,70291,FRANCE,47.937596,5.92072,3631
13288A,JUSSEY BP,Bureau de Poste,,19 AVENUE DE VERDUN,,,70500,JUSSEY,70292,FRANCE,47.828116,5.904317,3631
13289A,LAVONCOURT BP,Bureau de Poste,,12 RUE DU TIRE SACHOT,,,70120,LAVONCOURT,70299,FRANCE,47.624327,5.783993,3631
13290A,LA LONGINE AP,Agence postale communale,13293A,PLACE DORGET,,,70310,LA LONGINE,70308,FRANCE,47.883098,6.58911,3631
13291A,LOULANS AP,Agence postale communale,04360A,RUE DES FORGES,,,70230,LOULANS VERCHAMP,70309,FRANCE,47.445112553,6.2058673965,3631
13292A,LURE,Bureau de Poste,,1 RUE DE LA GARE,,,70200,LURE,70310,FRANCE,47.683234,6.496109,3631
13293A,LUXEUIL LES BAINS,Bureau de Poste,,1 PLACE DE L ABBAYE,,,70300,LUXEUIL LES BAINS,70311,FRANCE,47.816407,6.380823,3631
13294A,MAILLEY AP,Agence postale communale,13348A,1 PLACE DE LA  MAIRIE,MAIRIE ET APC,,70000,MAILLEY ET CHAZELOT,70324,FRANCE,47.5374,6.052379,3631
13295A,MAIZIERES AP,Agence postale communale,04360A,8 RUE DE LA POSTE,,,70190,MAIZIERES,70325,FRANCE,47.493098,6.011688,3631
13296A,MANTOCHE AP,Agence postale communale,13348A,1 PLACE DE LA MAIRIE,,,70100,MANTOCHE,70331,FRANCE,47.419694,5.529688,3631
13297A,MARNAY BP,Bureau de Poste,,PLACE DU ROI DE ROME,,,70150,MARNAY,70334,FRANCE,47.289845,5.769301,3631
13298A,MELISEY BP,Bureau de Poste,,3 GRANDE RUE,,,70270,MELISEY,70339,FRANCE,47.754206,6.577718,3631
13299A,MERSUAY AP,Agence postale communale,13293A,43 GRANDE RUE,,,70160,MERSUAY,70343,FRANCE,47.782154096,6.1388175886,3631
13301A,MOFFANS AP,Agence postale communale,13292A,VACHERESSE,,,70200,MOFFANS ET VACHERESSE,70348,FRANCE,47.627649317,6.5504625281,3631
13302A,MONTAGNEY AP,Agence postale communale,13348A,3 RUE DE BRESILLEY,,,70140,MONTAGNEY,70353,FRANCE,47.285794,5.660658,3631
13303A,MONTBOZON AP,Agence postale communale,04360A,2 RUE DE LOULANS,,,70230,MONTBOZON,70357,FRANCE,47.4667,6.2581,3631
13304A,MONTUREUX LES BAULAY AP,Agence postale communale,13293A,33 BIS GRANDE RUE,,,70500,MONTUREUX LES BAULAY,70372,FRANCE,47.816594,5.982295,3631
13305A,LA ROCHE MOREY AP,Agence postale communale,13348A,7 RUE DES GRANDS PRES,MAIRIE,,70120,LA ROCHE MOREY,70373,FRANCE,47.710195,5.741159,3631
13306A,NEUVELLE LES LA CHARITE AP,Agence postale communale,13348A,10 GRANDE RUE,,,70130,NEUVELLE LES LA CHARITE,70384,FRANCE,47.5372,5.9517,3631
13307A,NOIDANS LE FERROUX AP,Agence postale communale,13348A,1 CHEMIN DES PRES,,,70130,NOIDANS LE FERROUX,70387,FRANCE,47.571025,5.953956,3631
13308A,NOROY LE BOURG AP,Agence postale intercommunale,13348A,7 GRANDE RUE,,,70000,NOROY LE BOURG,70390,FRANCE,47.614515321,6.3045813625,3631
13309A,OISELAY ET GRACHAUX AP,Agence postale communale,04360A,12 GRANDE RUE,,,70700,OISELAY ET GRACHAUX,70393,FRANCE,47.420681741,5.9319402698,3631
13311A,OYRIERES AP,Agence postale communale,13348A,34 GRANDE RUE,,,70600,OYRIERES,70402,FRANCE,47.533092,5.563317,3631
13312A,PASSAVANT LA ROCHERE AP,Agence postale communale,13293A,PLACE JEANNE D ARC,,,70210,PASSAVANT LA ROCHERE,70404,FRANCE,47.9735,6.0358,3631
13314A,PIN AP,Agence postale communale,04360A,49 GRANDE RUE,,,70150,PIN,70410,FRANCE,47.3209,5.865,3631
13315A,PLANCHER BAS AP,Agence postale communale,13292A,40 RUE LOUIS PERGAUD,MAIRIE,,70290,PLANCHER BAS,70413,FRANCE,47.720530153,6.7322018912,3631
13316A,PLANCHER LES MINES BP,Bureau de Poste,,15 GRANDE RUE,,,70290,PLANCHER LES MINES,70414,FRANCE,47.760127,6.740976,3631
13317A,POLAINCOURT ET CLAIREFONTAINE AP,Agence postale communale,13293A,5 RUE DE LA POSTE,,,70210,POLAINCOURT ET CLAIREFONTAINE,70415,FRANCE,47.882307561,6.0724924722,3631
13318A,PORT SUR SAONE BP,Bureau de Poste,,2 BIS RUE DE LA REZELLE,,,70170,PORT SUR SAONE,70421,FRANCE,47.690052,6.040737,3631
13319A,PURGEROT AP,Agence postale communale,13293A,GRANDE RUE,MAIRIE,,70160,PURGEROT,70427,FRANCE,47.749204993,5.9992314537,3631
13320A,PUSEY RP,Relais poste,13348A,41 BIS RUE GUSTAVE COURTOIS,,,70000,PUSEY,70428,FRANCE,47.652086,6.128865,3631
13321A,RADDON ET CHAPENDU BP,Bureau de Poste,,ROUTE DE FOUGEROLLES,,,70280,RADDON ET CHAPENDU,70435,FRANCE,47.842114,6.468209,3631
13322A,RAY SUR SAONE AP,Agence postale intercommunale,13348A,LE BOURG,,,70130,RAY SUR SAONE,70438,FRANCE,47.586097,5.826918,3631
13323A,RAZE AP,Agence postale communale,13348A,35 GRANDE RUE,MAIRIE,,70000,RAZE,70439,FRANCE,47.5837,6.011099,3631
13323D,TREDREZ LOCQUEMEAU AP,Agence postale communale,03761A,4 BIS ROUTE DU PORT,,,22300,TREDREZ LOCQUEMEAU,22349,FRANCE,48.721380773,-3.571708692,3631
13324A,RIOZ BP,Bureau de Poste,,4 AVENUE JULES JEANNENEY,,,70190,RIOZ,70447,FRANCE,47.422853,6.069631,3631
13324D,INGRANDES LPR RP,Relais poste,16216A,1 PLACE MAURICE REGNIER,,,86220,INGRANDES,86111,FRANCE,46.876600497,0.5659402331,3631
13325D,ST ANTOINE DE FICALBA LPA AP,Agence postale communale,08809A,3 SQUARE DE LA MAIRIE,,,47340,ST ANTOINE DE FICALBA,47228,FRANCE,44.331595002,0.7181209879,3631
13326A,SAINT BRESSON AP,Agence postale communale,13293A,51 GRANDE RUE,,,70280,ST BRESSON,70460,FRANCE,47.870694,6.50681,3631
13326D,MIALLET LPA AP,Agence postale communale,04281A,PLACE DE LA MAIRIE,,,24450,MIALET,24269,FRANCE,45.549998782,0.9048280444,3631
13327A,SAINT GERMAIN BP,Bureau de Poste,,6 RUE DU TACOT,,,70200,ST GERMAIN,70464,FRANCE,47.722117714,6.5339021144,3631
13328A,SAINT LOUP SUR SEMOUSE BP,Bureau de Poste,,11 AVENUE ALBERT THOMAS,,,70800,ST LOUP SUR SEMOUSE,70467,FRANCE,47.8842,6.2772,3631
13329A,SAINT REMY AP,Agence postale communale,13293A,7 RUE GUY ET JOSEPH BERTHIOT,,,70160,ST REMY,70472,FRANCE,47.835004756,6.0941720147,3631
13330A,SAINT SAUVEUR RP,Relais poste,13293A,1 PLACE DE LA REPUBLIQUE,LA CIVETTE,,70300,ST SAUVEUR,70473,FRANCE,47.803608,6.384157,3631
13331A,SAULNOT AP,Agence postale communale,13292A,4 RUE DES SALINES,,,70400,SAULNOT,70477,FRANCE,47.5622,6.6309,3631
13332D,CANNES MARIUS MONTI RP,Relais poste,00789A,24 RUE MARIUS MONTI,TABAC LA CHAUMIERE,,06400,CANNES,06029,FRANCE,43.556773117,7.0078187755,3631
13333A,SAVOYEUX AP,Agence postale intercommunale,13348A,9 RUE DE L EGLISE,,,70130,SAVOYEUX,70481,FRANCE,47.547491,5.745437,3631
13334A,SCEY SUR SAONE ET ST ALBIN BP,Bureau de Poste,,1 AVENUE DE VERDUN,,,70360,SCEY SUR SAONE ET ST ALBIN,70482,FRANCE,47.665164979,5.9723277434,3631
13335A,SERVANCE BP,Bureau de Poste,,45 AVENUE CHARLES DE GAULLE,,SERVANCE,70440,SERVANCE MIELLIN,70489,FRANCE,47.817131,6.683992,3631
13336A,SEVEUX AP,Agence postale communale,13348A,10 GRANDE RUE,MAIRIE,,70130,SEVEUX,70491,FRANCE,47.5563,5.7491,3631
13337A,SOING AP,Agence postale communale,13348A,PLACE DE LA REPUBLIQUE,,,70130,SOING CUBRY CHARENTENAY,70492,FRANCE,47.581764083,5.8782985337,3631
13338A,TERNUAY MELAY ET ST HILAIRE AP,Agence postale communale,13292A,5 RUE DU TRAM,,,70270,TERNUAY MELAY ET ST HILAIRE,70498,FRANCE,47.787021879,6.633843631,3631
13339A,TRAVES AP,Agence postale communale,13348A,3 Rue de l Eglise,,,70360,TRAVES,70504,FRANCE,47.611698,5.970028,3631
13340A,VAITE AP,Agence postale intercommunale,13348A,ROUTE DE ROCHE,AGENCE POSTALE COMMUNALE,,70180,VAITE,70511,FRANCE,47.591196,5.727759,3631
13341A,VAIVRE ET MONTOILLE BP,Bureau de Poste,,RUE DE L EGLISE,,,70000,VAIVRE ET MONTOILLE,70513,FRANCE,47.629924,6.10457,3631
13342A,VALAY AP,Agence postale communale,13348A,1 PLACE DE LA MAIRIE,,,70140,VALAY,70514,FRANCE,47.337797,5.63771,3631
13342D,HERIMONCOURT AP,Agence postale communale,04319A,3 RUE PIERRE PEUGEOT,,,25310,HERIMONCOURT,25304,FRANCE,47.44154105,6.8815069375,3631
13344D,SAINT CHAMOND LA VALETTE RP,Relais poste,07927A,56 RUE DU PILAT,,,42400,ST CHAMOND,42207,FRANCE,45.469863953,4.5141744313,3631
13345D,CERISY LA SALLE AP,Agence postale communale,09215A,PLACE DE LA MAIRIE,,,50210,CERISY LA SALLE,50111,FRANCE,49.026022614,-1.284136385,3631
13346A,VELLEXON QUEUTREY ET VAUDEY AP,Agence postale intercommunale,13348A,RUE DE L EGLISE,,,70130,VELLEXON QUEUTREY ET VAUDEY,70539,FRANCE,47.562780328,5.8052869104,3631
13346D,LA FOUX D ALLOS AP,Agence postale communale,00647A,,OFFICE DU TOURISME,LA FOUX D ALLOS,04260,ALLOS,04006,FRANCE,44.290145258,6.5692990721,3631
